uid,city_name,offense_code,offense_type,offense_group,offense_against,date_single,longitude,latitude,location_type,location_category,census_block
5123560,Chicago,290,destruction of property,destruction of property,property,2018-04-11T07:00:00Z,-87.615515,41.775815,residence,residence,1.70314E+14
5123595,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-11T10:27:00Z,-87.703918,41.806085,other transportation,transportation,1.70318E+14
5123632,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-11T12:00:00Z,-87.619936,41.900078,street,street,1.70311E+14
5123645,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-11T12:45:00Z,-87.770884,41.893845,street,street,1.70313E+14
5123812,Chicago,90Z,all other offenses,all other offenses,other,2018-04-11T17:30:00Z,-87.611348,41.804829,street,street,1.70314E+14
5123982,Chicago,23D,theft from building,larceny/theft offenses,property,2018-04-11T20:40:00Z,-87.611358,41.805238,residence,residence,1.70314E+14
5124040,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-11T22:00:00Z,-87.676179,41.773297,street,street,1.70317E+14
5124229,Chicago,13B,simple assault,assault offenses,persons,2018-04-12T02:27:00Z,-87.697193,41.902923,street,street,1.70312E+14
5124262,Chicago,13B,simple assault,assault offenses,persons,2018-04-12T03:30:00Z,-87.664698,42.011584,residence,residence,1.7031E+14
5124272,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-12T03:51:00Z,-87.596787,41.747724,residence,residence,1.70318E+14
5124311,Chicago,13B,simple assault,assault offenses,persons,2018-04-12T05:44:00Z,-87.582249,41.758204,residence,residence,1.70318E+14
5124440,Chicago,90Z,all other offenses,all other offenses,other,2018-04-12T13:00:00Z,-87.705604,41.923238,school,education,1.70312E+14
5124511,Chicago,290,destruction of property,destruction of property,property,2018-04-12T15:28:00Z,-87.57633,41.767246,residence,residence,1.70314E+14
5124528,Chicago,520,weapon law violations,weapon law violations,society,2018-04-12T15:57:00Z,-87.590829,41.759794,street,street,1.70314E+14
5124572,Chicago,290,destruction of property,destruction of property,property,2018-04-12T17:00:00Z,-87.636515,41.660184,residence,residence,1.70315E+14
5124573,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-12T17:00:00Z,-87.65602,41.791391,street,street,1.70317E+14
5124577,Chicago,13B,simple assault,assault offenses,persons,2018-04-12T17:00:00Z,-87.569857,41.769341,office,commercial,1.70314E+14
5124693,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-04-12T20:00:00Z,-87.63469,41.752742,residence,residence,1.70317E+14
5124721,Chicago,13B,simple assault,assault offenses,persons,2018-04-12T20:43:00Z,-87.664704,41.786741,vehicle parking,open space,1.70317E+14
5124829,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-12T22:30:00Z,-87.754011,41.955163,street,street,1.70312E+14
5124879,Chicago,12A,personal robbery,robbery,property,2018-04-12T23:45:00Z,-87.615787,41.786945,residence,residence,1.70314E+14
5124885,Chicago,290,destruction of property,destruction of property,property,2018-04-13T00:00:00Z,-87.640978,41.686331,street,street,1.70315E+14
5124887,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-13T00:00:00Z,-87.742945,41.883839,street,street,1.70313E+14
5124903,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-13T00:17:00Z,-87.624256,41.895141,other retail,retail,1.70311E+14
5125035,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-13T04:15:00Z,-87.720114,41.859993,street,street,1.70318E+14
5125099,Chicago,90Z,all other offenses,all other offenses,other,2018-04-13T06:45:00Z,-87.585933,41.758766,street,street,1.70318E+14
5125182,Chicago,90Z,all other offenses,all other offenses,other,2018-04-13T12:00:00Z,-87.66178,41.873928,other,other,1.70318E+14
5125456,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-13T19:27:00Z,-87.766294,41.923976,other retail,retail,1.70312E+14
5125460,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-13T19:30:00Z,-87.634734,41.890776,vehicle parking,open space,1.70311E+14
5125495,Chicago,40A,prostitution,prostitution offenses,society,2018-04-13T20:22:00Z,-87.740567,41.868876,street,street,1.70318E+14
5125567,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-13T22:00:00Z,-87.686798,41.894154,street,street,1.70312E+14
5125611,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-13T23:00:00Z,-87.624194,41.892753,street,street,1.70311E+14
5125711,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-14T01:40:00Z,-87.744491,41.89503,street,street,1.70313E+14
5125718,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-14T01:50:00Z,-87.748773,41.892242,residence,residence,1.70313E+14
5125838,Chicago,13B,simple assault,assault offenses,persons,2018-04-14T05:45:00Z,-87.673086,42.020272,street,street,1.7031E+14
5125950,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-14T12:28:00Z,-87.621022,41.890988,vehicle parking,open space,1.70311E+14
5126022,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-14T15:00:00Z,-87.668782,41.815053,residence,residence,1.70316E+14
5126041,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-14T15:44:00Z,-87.718553,41.866261,street,street,1.70318E+14
5126052,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-04-14T16:00:00Z,-87.72298,41.94461,residence,residence,1.70318E+14
5126094,Chicago,13B,simple assault,assault offenses,persons,2018-04-14T17:00:00Z,-87.691162,41.828336,residence,residence,1.70316E+14
5126244,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-14T21:06:00Z,-87.629184,41.736127,entertainment,leisure,1.70318E+14
5126502,Chicago,22B,non-breaking/entering,burglary/breaking & entering,property,2018-04-15T05:15:00Z,-87.653159,41.928584,bar/club,leisure,1.70311E+14
5126530,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-15T06:00:00Z,-87.649511,41.948131,bar/club,leisure,1.70311E+14
5126580,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-15T08:35:00Z,-87.703909,41.793508,residence,residence,1.70316E+14
5126996,Chicago,90Z,all other offenses,all other offenses,other,2018-04-16T01:00:00Z,-87.61024,41.757846,residence,residence,1.70317E+14
5127248,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-16T13:00:00Z,-87.654299,41.946255,residence,residence,1.70318E+14
5127283,Chicago,90Z,all other offenses,all other offenses,other,2018-04-16T14:06:00Z,-87.645883,41.94848,residence,residence,1.70311E+14
5127364,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-16T16:15:00Z,-87.695083,41.902011,NA,NA,1.70312E+14
5127425,Chicago,13B,simple assault,assault offenses,persons,2018-04-16T17:47:00Z,-87.724797,41.853204,street,street,1.70313E+14
5127566,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-16T21:25:00Z,-87.72543,41.873907,rapid transit,transportation,1.70313E+14
5127718,Chicago,290,destruction of property,destruction of property,property,2018-04-17T01:06:00Z,-87.656975,41.964619,other,other,1.70318E+14
5127863,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-17T11:00:00Z,-87.7116,41.979387,street,street,1.70318E+14
5127902,Chicago,90Z,all other offenses,all other offenses,other,2018-04-17T12:15:00Z,-87.656805,41.803248,residence,residence,1.70316E+14
5127948,Chicago,23D,theft from building,larceny/theft offenses,property,2018-04-17T14:00:00Z,-87.627877,41.8835,other retail,retail,1.70313E+14
5128242,Chicago,13B,simple assault,assault offenses,persons,2018-04-17T21:00:00Z,-87.757172,41.933217,residence,residence,1.70312E+14
5128248,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-17T21:10:00Z,-87.628074,41.891893,rapid transit,transportation,1.70311E+14
5128331,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-17T23:30:00Z,-87.634089,41.903859,street,street,1.70311E+14
5128458,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-18T03:16:00Z,-87.635969,41.766677,residence,residence,1.70317E+14
5128543,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-18T08:50:00Z,-87.659305,41.927094,residence,residence,1.70311E+14
5128614,Chicago,26E,wire fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-18T13:00:00Z,-87.736799,41.883602,residence,residence,1.70313E+14
5128664,Chicago,13B,simple assault,assault offenses,persons,2018-04-18T14:30:00Z,-87.701402,41.786279,restaurant,leisure,1.70316E+14
5128679,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-18T15:00:00Z,-87.647988,41.948534,other,other,1.70311E+14
5128759,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-18T17:00:00Z,-87.624097,41.897895,other retail,retail,1.70311E+14
5129013,Chicago,90Z,all other offenses,all other offenses,other,2018-04-19T00:59:00Z,-87.655993,41.744098,street,street,1.70317E+14
5129061,Chicago,13B,simple assault,assault offenses,persons,2018-04-19T02:25:00Z,-87.696913,41.816713,residence,residence,1.70316E+14
5129343,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-19T16:00:00Z,-87.716337,41.896197,street,street,1.70312E+14
5129359,Chicago,13B,simple assault,assault offenses,persons,2018-04-19T16:10:00Z,-87.753689,41.8986,residence,residence,1.70313E+14
5129370,Chicago,90Z,all other offenses,all other offenses,other,2018-04-19T16:30:00Z,-87.623394,41.678019,street,street,1.70315E+14
5129413,Chicago,13B,simple assault,assault offenses,persons,2018-04-19T17:40:00Z,-87.587951,41.768395,residence,residence,1.70314E+14
5129638,Chicago,13B,simple assault,assault offenses,persons,2018-04-19T23:00:00Z,-87.731298,41.912538,street,street,1.70312E+14
5129693,Chicago,90Z,all other offenses,all other offenses,other,2018-04-20T00:30:00Z,-87.725774,41.884455,other retail,retail,1.70313E+14
5129798,Chicago,290,destruction of property,destruction of property,property,2018-04-20T03:15:00Z,-87.714152,41.874497,residence,residence,1.70313E+14
5129929,Chicago,13B,simple assault,assault offenses,persons,2018-04-20T10:45:00Z,-87.730629,41.882546,residence,residence,1.70313E+14
5130072,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-04-20T15:19:00Z,-87.627877,41.883475,other retail,retail,1.70313E+14
5130161,Chicago,13B,simple assault,assault offenses,persons,2018-04-20T16:52:00Z,-87.62264,41.713553,residence,residence,1.70315E+14
5130213,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-20T18:19:00Z,-87.743913,41.939511,street,street,1.70312E+14
5130225,Chicago,520,weapon law violations,weapon law violations,society,2018-04-20T18:31:00Z,-87.649786,41.765121,street,street,1.70317E+14
5130286,Chicago,90Z,all other offenses,all other offenses,other,2018-04-20T20:00:00Z,-87.734219,41.794131,residence,residence,1.70316E+14
5130414,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-20T23:00:00Z,-87.715484,41.933997,street,street,1.70312E+14
5130424,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-20T23:00:00Z,-87.69724,41.785891,street,street,1.70317E+14
5130500,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-21T01:00:00Z,-87.582819,41.767494,private vehicle,vehicle,1.70314E+14
5130521,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-04-21T01:45:00Z,-87.657544,41.95013,residence,residence,1.70311E+14
5130526,Chicago,520,weapon law violations,weapon law violations,society,2018-04-21T01:56:00Z,-87.641084,41.689688,street,street,1.70315E+14
5130730,Chicago,13B,simple assault,assault offenses,persons,2018-04-21T10:30:00Z,-87.73457,41.793106,residence,residence,1.70316E+14
5130758,Chicago,290,destruction of property,destruction of property,property,2018-04-21T12:10:00Z,-87.623935,41.679342,residence,residence,1.70315E+14
5130768,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-21T12:44:00Z,-87.577383,41.759967,residence,residence,1.70314E+14
5130900,Chicago,13B,simple assault,assault offenses,persons,2018-04-21T17:00:00Z,-87.695191,41.84388,street,street,1.70318E+14
5130987,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-21T20:00:00Z,-87.665053,41.886541,street,street,1.70318E+14
5131109,Chicago,13B,simple assault,assault offenses,persons,2018-04-21T23:00:00Z,-87.661655,41.774967,residence,residence,1.70317E+14
5131143,Chicago,90Z,all other offenses,all other offenses,other,2018-04-21T23:48:00Z,-87.702108,41.739336,residence,residence,1.70317E+14
5131175,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-22T01:00:00Z,-87.765412,41.88423,street,street,1.70313E+14
5131243,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-22T03:19:00Z,-87.727614,41.80782,bar/club,leisure,1.70316E+14
5131248,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-22T03:25:00Z,-87.632624,41.808913,private vehicle,vehicle,1.70318E+14
5131345,Chicago,13B,simple assault,assault offenses,persons,2018-04-22T06:31:00Z,-87.631705,41.890014,street,street,1.70311E+14
5131721,Chicago,26A,false pretenses,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-22T21:35:00Z,-87.625105,41.736277,rapid transit,transportation,1.70318E+14
5131861,Chicago,13B,simple assault,assault offenses,persons,2018-04-23T01:00:00Z,-87.659141,41.725886,residence,residence,1.70317E+14
5131866,Chicago,290,destruction of property,destruction of property,property,2018-04-23T01:00:00Z,-87.71046,41.906434,street,street,1.70312E+14
5131953,Chicago,290,destruction of property,destruction of property,property,2018-04-23T04:00:00Z,-87.739582,41.948685,commercial vehicle,vehicle,1.70312E+14
5132043,Chicago,13B,simple assault,assault offenses,persons,2018-04-23T10:05:00Z,-87.608933,41.708843,residence,residence,1.70315E+14
5132666,Chicago,290,destruction of property,destruction of property,property,2018-04-24T04:01:00Z,-87.752973,41.890032,street,street,1.70313E+14
5132678,Chicago,290,destruction of property,destruction of property,property,2018-04-24T04:35:00Z,-87.650391,41.955919,residence,residence,1.7031E+14
5132708,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-24T06:30:00Z,-87.72115,41.875322,street,street,1.70313E+14
5132796,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-24T12:30:00Z,-87.595428,41.748712,residence,residence,1.70318E+14
5132798,Chicago,90Z,all other offenses,all other offenses,other,2018-04-24T12:36:00Z,-87.753045,41.946967,residence,residence,1.70312E+14
5132970,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-04-24T17:12:00Z,-87.607052,41.751253,other retail,retail,1.70317E+14
5132980,Chicago,90Z,all other offenses,all other offenses,other,2018-04-24T17:29:00Z,-87.632875,41.837751,residence,residence,1.70313E+14
5132985,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-24T17:30:00Z,-87.648896,41.855312,residence,residence,1.70313E+14
5133196,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-24T23:00:00Z,-87.683209,41.896727,street,street,1.70312E+14
5133277,Chicago,90Z,all other offenses,all other offenses,other,2018-04-25T01:20:00Z,-87.684806,41.822282,street,street,1.70316E+14
5133299,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-25T02:00:00Z,-87.554967,41.75842,street,street,1.70314E+14
5133336,Chicago,13B,simple assault,assault offenses,persons,2018-04-25T03:06:00Z,-87.665842,41.749461,residence,residence,1.70317E+14
5133456,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-25T11:00:00Z,-87.622212,41.814738,street,street,1.70314E+14
5133469,Chicago,13B,simple assault,assault offenses,persons,2018-04-25T11:32:00Z,-87.703903,41.847704,residence,residence,1.70313E+14
5133508,Chicago,13B,simple assault,assault offenses,persons,2018-04-25T12:40:00Z,-87.69951,41.871025,school,education,1.70313E+14
5133715,Chicago,23D,theft from building,larceny/theft offenses,property,2018-04-25T18:00:00Z,-87.622099,41.884277,street,street,1.70313E+14
5134029,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-26T01:30:00Z,-87.697505,41.901099,residence,residence,1.70312E+14
5134161,Chicago,13B,simple assault,assault offenses,persons,2018-04-26T10:00:00Z,-87.623292,41.841825,residence,residence,1.70318E+14
5134182,Chicago,290,destruction of property,destruction of property,property,2018-04-26T11:17:00Z,-87.611248,41.824854,residence,residence,1.70314E+14
5134234,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-26T13:00:00Z,-87.626075,41.877721,street,street,1.70313E+14
5134269,Chicago,90Z,all other offenses,all other offenses,other,2018-04-26T14:00:00Z,-87.770115,41.944925,healthcare,healthcare,1.70312E+14
5134296,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-26T15:00:00Z,-87.646647,41.857955,private vehicle,vehicle,1.70313E+14
5134324,Chicago,13B,simple assault,assault offenses,persons,2018-04-26T15:50:00Z,-87.732006,41.93418,private vehicle,vehicle,1.70312E+14
5134375,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-26T16:53:00Z,-87.691334,41.770021,healthcare,healthcare,1.70317E+14
5134422,Chicago,290,destruction of property,destruction of property,property,2018-04-26T18:00:00Z,-87.700818,41.8676,residence,residence,1.70318E+14
5134428,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-26T18:00:00Z,-87.702173,41.864218,school,education,1.70318E+14
5134452,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-26T19:00:00Z,-87.617405,41.786857,street,street,1.70318E+14
5134517,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-26T20:00:00Z,-87.667995,41.738633,school,education,1.70317E+14
5134641,Chicago,13B,simple assault,assault offenses,persons,2018-04-26T22:50:00Z,-87.622683,41.803366,residence,residence,1.70314E+14
5134735,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-27T01:00:00Z,-87.576159,41.759651,street,street,1.70314E+14
5134844,Chicago,12A,personal robbery,robbery,property,2018-04-27T04:50:00Z,-87.643184,41.685069,street,street,1.70318E+14
5135005,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-27T14:00:00Z,-87.671178,41.767662,street,street,1.70317E+14
5135056,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-27T14:40:00Z,-87.636804,41.883516,office,commercial,1.70318E+14
5135093,Chicago,90J,trespass of real property,trespass of real property,society,2018-04-27T15:50:00Z,-87.72543,41.873907,rapid transit,transportation,1.70313E+14
5135218,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-04-27T18:46:00Z,-87.731298,41.912538,residence,residence,1.70312E+14
5135393,Chicago,13B,simple assault,assault offenses,persons,2018-04-27T22:41:00Z,-87.653456,41.957422,healthcare,healthcare,1.7031E+14
5135544,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-28T02:40:00Z,-87.631791,41.794843,gas station,retail,1.70318E+14
5135615,Chicago,90J,trespass of real property,trespass of real property,society,2018-04-28T04:55:00Z,-87.765572,41.782671,residence,residence,1.70316E+14
5135689,Chicago,22B,non-breaking/entering,burglary/breaking & entering,property,2018-04-28T09:40:00Z,-87.658075,41.731498,construction,commercial,1.70317E+14
5135733,Chicago,13B,simple assault,assault offenses,persons,2018-04-28T12:30:00Z,-87.739091,41.900642,street,street,1.70318E+14
5135974,Chicago,13B,simple assault,assault offenses,persons,2018-04-28T19:45:00Z,-87.627668,41.877802,street,street,1.70313E+14
5136173,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-04-29T01:23:00Z,-87.69528,41.910236,convenience store,retail,1.70312E+14
5136206,Chicago,12A,personal robbery,robbery,property,2018-04-29T02:30:00Z,-87.720667,41.967383,street,street,1.70311E+14
5136305,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-04-29T05:42:00Z,-87.619093,41.855133,hotel,hotel,1.70313E+14
5136355,Chicago,12A,personal robbery,robbery,property,2018-04-29T07:15:00Z,-87.695001,41.779092,street,street,1.70317E+14
5136594,Chicago,13A,aggravated assault,assault offenses,persons,2018-04-29T17:30:00Z,-87.719381,41.965282,residence,residence,1.70311E+14
5136599,Chicago,23H,other theft,larceny/theft offenses,property,2018-04-29T17:30:00Z,-87.641123,41.733886,residence,residence,1.70317E+14
5136757,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-29T21:31:00Z,-87.551243,41.72947,street,street,1.70315E+14
5136923,Chicago,290,destruction of property,destruction of property,property,2018-04-30T02:00:00Z,-87.634548,41.915931,private vehicle,vehicle,1.70311E+14
5137147,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-30T13:06:00Z,-87.724115,41.877108,street,street,1.70313E+14
5137183,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-04-30T14:00:00Z,-87.576275,41.765025,residence,residence,1.70314E+14
5137229,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-04-30T15:17:00Z,-87.616036,41.751098,street,street,1.70317E+14
5137321,Chicago,240,motor vehicle theft,motor vehicle theft,property,2018-04-30T17:15:00Z,-87.715123,41.91624,street,street,1.70312E+14
5137407,Chicago,13B,simple assault,assault offenses,persons,2018-04-30T19:15:00Z,-87.701634,41.87009,school,education,1.70318E+14
5137523,Chicago,90Z,all other offenses,all other offenses,other,2018-04-30T22:00:00Z,-87.767117,41.983379,residence,residence,1.70311E+14
5137642,Chicago,250,counterfeiting/forgery,counterfeiting/forgery,property,2018-05-01T01:00:00Z,-87.652748,41.90924,supermarket,retail,1.70318E+14
5137674,Chicago,13B,simple assault,assault offenses,persons,2018-05-01T01:50:00Z,-87.661346,41.692122,vehicle parking,open space,1.70318E+14
5137858,Chicago,90Z,all other offenses,all other offenses,other,2018-05-01T07:27:00Z,-87.615597,41.779043,street,street,1.70318E+14
5137891,Chicago,290,destruction of property,destruction of property,property,2018-05-01T10:00:00Z,-87.622399,41.792184,residence,residence,1.70314E+14
5138085,Chicago,26B,teller machine fraud,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-05-01T15:00:00Z,-87.624131,41.89941,other retail,retail,1.70311E+14
5138156,Chicago,290,destruction of property,destruction of property,property,2018-05-01T16:00:00Z,-87.562438,41.742035,residence,residence,1.70315E+14
5138403,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-01T21:00:00Z,-87.625163,41.794314,other,other,1.70314E+14
5138615,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-05-02T02:00:00Z,-87.799326,41.919914,residence,residence,1.70313E+14
5138723,Chicago,12A,personal robbery,robbery,property,2018-05-02T04:25:00Z,-87.745792,41.894496,street,street,1.70313E+14
5138899,Chicago,13A,aggravated assault,assault offenses,persons,2018-05-02T13:03:00Z,-87.639958,41.87202,other transportation,transportation,1.70318E+14
5138911,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-05-02T13:21:00Z,-87.617013,41.824676,supermarket,retail,1.70318E+14
5138919,Chicago,90J,trespass of real property,trespass of real property,society,2018-05-02T14:00:00Z,-87.688647,41.783928,residence,residence,1.70318E+14
5138989,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-02T16:00:00Z,-87.63408,41.837292,street,street,1.70313E+14
5139018,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-05-02T16:20:00Z,-87.7236,41.894164,street,street,1.70312E+14
5139178,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-02T20:00:00Z,-87.742973,41.972091,residence,residence,1.70311E+14
5139201,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-05-02T20:31:00Z,-87.712568,41.892496,street,street,1.70312E+14
5139235,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-05-02T21:20:00Z,-87.746049,41.906907,other retail,retail,1.70318E+14
5139499,Chicago,520,weapon law violations,weapon law violations,society,2018-05-03T04:04:00Z,-87.602625,41.746765,residence,residence,1.70314E+14
5139840,Chicago,13A,aggravated assault,assault offenses,persons,2018-05-03T18:05:00Z,-87.55267,41.731431,school,education,1.70318E+14
5140086,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-04T00:00:00Z,-87.679925,41.910441,street,street,1.70312E+14
5140100,Chicago,13B,simple assault,assault offenses,persons,2018-05-04T00:15:00Z,-87.731184,41.937214,residence,residence,1.70312E+14
5140221,Chicago,290,destruction of property,destruction of property,property,2018-05-04T04:00:00Z,-87.623234,41.839465,street,street,1.70318E+14
5140272,Chicago,13B,simple assault,assault offenses,persons,2018-05-04T06:00:00Z,-87.624233,41.692571,residence,residence,1.70315E+14
5140387,Chicago,13B,simple assault,assault offenses,persons,2018-05-04T12:30:00Z,-87.71021,41.906438,school,education,1.70312E+14
5140474,Chicago,13B,simple assault,assault offenses,persons,2018-05-04T15:00:00Z,-87.632651,41.828348,school,education,1.70313E+14
5140509,Chicago,35B,drug equipment violations,drug/narcotic offenses,society,2018-05-04T15:56:00Z,-87.764314,41.912013,residence,residence,1.70313E+14
5140692,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-04T20:00:00Z,-87.608323,41.726559,residence,residence,1.70314E+14
5140909,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-05-05T01:12:00Z,-87.786765,41.913337,residence,residence,1.70313E+14
5141033,Chicago,26C,impersonation,fraud offenses (except counterfeiting/forgery and bad checks),property,2018-05-05T04:00:00Z,-87.627722,41.879893,other,other,1.70318E+14
5141040,Chicago,35A,drug/narcotic violations,drug/narcotic offenses,society,2018-05-05T04:02:00Z,-87.74568,41.883129,street,street,1.70313E+14
5141190,Chicago,13A,aggravated assault,assault offenses,persons,2018-05-05T09:00:00Z,-87.624354,41.696214,street,street,1.70315E+14
5141196,Chicago,90J,trespass of real property,trespass of real property,society,2018-05-05T09:10:00Z,-87.543517,41.651319,residence,residence,1.70316E+14
5141292,Chicago,13B,simple assault,assault offenses,persons,2018-05-05T14:00:00Z,-87.644584,41.772017,street,street,1.70317E+14
5141333,Chicago,13B,simple assault,assault offenses,persons,2018-05-05T15:17:00Z,-87.580029,41.750563,street,street,1.70315E+14
5141348,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-05T15:30:00Z,-87.721392,41.868038,residence,residence,1.70318E+14
5141350,Chicago,13A,aggravated assault,assault offenses,persons,2018-05-05T15:38:00Z,-87.755496,41.892103,residence,residence,1.70313E+14
5141392,Chicago,23C,shoplifting,larceny/theft offenses,property,2018-05-05T16:40:00Z,-87.761993,41.909421,other retail,retail,1.70313E+14
5141541,Chicago,13B,simple assault,assault offenses,persons,2018-05-05T20:45:00Z,-87.747339,41.954699,street,street,1.70312E+14
5141555,Chicago,290,destruction of property,destruction of property,property,2018-05-05T21:00:00Z,-87.706467,41.89254,street,street,1.70318E+14
5141802,Chicago,290,destruction of property,destruction of property,property,2018-05-06T02:23:00Z,-87.759822,41.89297,street,street,1.70313E+14
5142036,Chicago,22A,breaking/entering,burglary/breaking & entering,property,2018-05-06T09:00:00Z,-87.556147,41.75749,residence,residence,1.70314E+14
5142125,Chicago,13B,simple assault,assault offenses,persons,2018-05-06T14:55:00Z,-87.652842,41.762801,residence,residence,1.70317E+14
5142181,Chicago,13B,simple assault,assault offenses,persons,2018-05-06T16:35:00Z,-87.704058,41.862527,residence,residence,1.70318E+14
5142200,Chicago,90Z,all other offenses,all other offenses,other,2018-05-06T17:00:00Z,-87.628442,41.844074,school,education,1.70314E+14
5142205,Chicago,13B,simple assault,assault offenses,persons,2018-05-06T17:14:00Z,-87.604431,41.812245,residence,residence,1.70314E+14
5142444,Chicago,290,destruction of property,destruction of property,property,2018-05-07T00:30:00Z,-87.620832,41.794257,street,street,1.70314E+14
5142501,Chicago,23H,other theft,larceny/theft offenses,property,2018-05-07T02:00:00Z,-87.682968,41.904912,street,street,1.70312E+14
5142656,Chicago,290,destruction of property,destruction of property,property,2018-05-07T11:00:00Z,-87.687688,41.793195,school,education,1.70318E+14
